hour_index,station,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
2020-01-01 01:00:00+00:00,ORD,28.0,21.0,74.67,260.0,13.0,0.0,29.8,1010.0,10.0,22.0,BKN,OVC,,,2000.0,25000.0,,,,,,,,,,16.44,KORD 010051Z 26013G22KT 10SM BKN020 OVC250 M02/M06 A2980 RMK AO2 SLP100 T10221061,
2020-01-01 02:00:00+00:00,ORD,28.0,21.0,74.67,260.0,13.0,0.0,29.81,1010.2,10.0,21.0,BKN,,,,1800.0,,,,,,,,,,,16.44,KORD 010151Z 26013G21KT 10SM BKN018 M02/M06 A2981 RMK AO2 SLP102 T10221061,
2020-01-01 03:00:00+00:00,ORD,27.0,21.0,77.8,250.0,10.0,0.0,29.8,1010.1,10.0,,SCT,,,,1700.0,,,,,,,,,,,16.7,KORD 010251Z 25010KT 10SM SCT017 M03/M06 A2980 RMK AO2 SLP101 T10281061 50003,
2020-01-01 04:00:00+00:00,ORD,26.1,21.0,80.75,240.0,7.0,0.0,29.8,1010.1,10.0,,FEW,,,,1800.0,,,,,,,,,,,17.59,KORD 010351Z 24007KT 10SM FEW018 M03/M06 A2980 RMK AO2 SLP101 T10331061,
2020-01-01 05:00:00+00:00,ORD,26.1,21.0,80.75,260.0,9.0,0.0,29.8,1010.1,10.0,,FEW,,,,1800.0,,,,,,,,,,,16.18,KORD 010451Z 26009KT 10SM FEW018 M03/M06 A2980 RMK AO2 SLP101 T10331061,
2020-01-01 06:00:00+00:00,ORD,25.0,21.0,84.53,270.0,7.0,0.0,29.8,1010.0,10.0,,FEW,,,,1800.0,,,,,,,,,,,16.25,KORD 010551Z 27007KT 10SM FEW018 M04/M06 A2980 RMK AO2 SLP100 T10391061 11022 21039 410221044 58000,
2020-01-01 07:00:00+00:00,ORD,24.1,19.9,83.75,270.0,7.0,0.0,29.8,1010.2,10.0,,FEW,,,,1800.0,,,,,,,,,,,15.15,KORD 010651Z 27007KT 10SM FEW018 M04/M07 A2980 RMK AO2 SLP102 T10441067,
2020-01-01 08:00:00+00:00,ORD,23.0,19.0,84.39,260.0,5.0,0.0,29.8,1010.0,10.0,,FEW,,,,1600.0,,,,,,,,,,,15.71,KORD 010751Z 26005KT 10SM FEW016 M05/M07 A2980 RMK AO2 SLP100 T10501072,
2020-01-01 09:00:00+00:00,ORD,21.9,19.0,88.4,220.0,4.0,0.0,29.81,1010.5,10.0,,CLR,,,,,,,,,,,,,,,15.63,KORD 010851Z 22004KT 10SM CLR M06/M07 A2981 RMK AO2 SLP105 T10561072 53004,
2020-01-01 10:00:00+00:00,ORD,21.0,19.0,91.83,230.0,5.0,0.0,29.8,1010.1,10.0,,CLR,,,,,,,,,0.0001,,,,,,13.33,KORD 010951Z 23005KT 10SM CLR M06/M07 A2980 RMK AO2 SLP101 I1000 T10611072,
2020-01-01 11:00:00+00:00,ORD,21.0,19.0,91.83,230.0,6.0,0.0,29.8,1010.1,10.0,,CLR,,,,,,,,,,,,,,,12.28,KORD 011051Z 23006KT 10SM CLR M06/M07 A2980 RMK AO2 SLP101 T10611072,
2020-01-01 12:00:00+00:00,ORD,21.0,18.0,87.97,230.0,7.0,0.0,29.79,1009.8,10.0,,CLR,,,,,,,,,,,0.0001,,,,11.37,KORD 011151Z 23007KT 10SM CLR M06/M08 A2979 RMK AO2 SLP098 I6000 T10611078 11039 21061 56007,
2020-01-01 13:00:00+00:00,ORD,21.0,18.0,87.97,230.0,6.0,0.0,29.79,1009.7,10.0,,FEW,,,,25000.0,,,,,,,,,,,12.28,KORD 011251Z 23006KT 10SM FEW250 M06/M08 A2979 RMK AO2 SLP097 T10611078,
2020-01-01 14:00:00+00:00,ORD,21.0,18.0,87.97,200.0,9.0,0.0,29.78,1009.5,10.0,,FEW,FEW,,,1500.0,25000.0,,,,,,,,,,9.84,KORD 011351Z 20009KT 10SM FEW015 FEW250 M06/M08 A2978 RMK AO2 SLP095 T10611078,
2020-01-01 15:00:00+00:00,ORD,24.1,21.0,87.76,200.0,10.0,0.0,29.79,1009.7,9.0,,FEW,FEW,,,1500.0,25000.0,,,,,,,,,,13.06,KORD 011451Z 20010KT 9SM FEW015 FEW250 M04/M06 A2979 RMK AO2 SLP097 T10441061 55001,
2020-01-01 16:00:00+00:00,ORD,28.0,23.0,81.25,190.0,8.0,0.0,29.78,1009.3,10.0,,FEW,,,,25000.0,,,,,,,,,,,19.19,KORD 011551Z 19008KT 10SM FEW250 M02/M05 A2978 RMK AO2 SLP093 T10221050,
2020-01-01 17:00:00+00:00,ORD,30.9,23.0,72.18,200.0,9.0,0.0,29.76,1008.4,10.0,,FEW,,,,25000.0,,,,,,,,,,,22.15,KORD 011651Z 20009KT 10SM FEW250 M01/M05 A2976 RMK AO2 SLP084 T10061050,
2020-01-01 18:00:00+00:00,ORD,35.0,21.9,58.22,200.0,10.0,0.0,29.72,1007.2,10.0,,FEW,,,,25000.0,,,,,,,,,,,26.86,KORD 011751Z 20010KT 10SM FEW250 02/M06 A2972 RMK AO2 SLP072 T00171056 10017 21061 58023,
2020-01-01 19:00:00+00:00,ORD,38.0,24.1,57.18,200.0,12.0,0.0,29.69,1006.0,10.0,21.0,FEW,,,,25000.0,,,,,,,,,,,29.51,KORD 011851Z 20012G21KT 10SM FEW250 03/M04 A2969 RMK AO2 SLP060 T00331044,
2020-01-01 20:00:00+00:00,ORD,40.0,26.1,57.47,200.0,16.0,0.0,29.65,1004.7,10.0,24.0,SCT,,,,25000.0,,,,,,,,,,,30.72,KORD 011951Z 20016G24KT 10SM SCT250 04/M03 A2965 RMK AO2 SLP047 T00441033,
2020-01-01 21:00:00+00:00,ORD,41.0,27.0,57.15,200.0,13.0,0.0,29.63,1004.2,10.0,,SCT,,,,25000.0,,,,,,,,,,,33.1,KORD 012051Z 20013KT 10SM SCT250 05/M03 A2963 RMK AO2 SLP042 T00501028 56029,
2020-01-01 22:00:00+00:00,ORD,41.0,28.9,61.79,180.0,11.0,0.0,29.6,1002.9,10.0,25.0,BKN,,,,25000.0,,,,,,,,,,,33.84,KORD 012151Z 18011G25KT 10SM BKN250 05/M02 A2960 RMK AO2 SLP029 T00501017,
2020-01-01 23:00:00+00:00,ORD,40.0,30.0,67.45,180.0,13.0,0.0,29.6,1002.8,10.0,22.0,BKN,,,,25000.0,,,,,,,,,,,31.69,KORD 012251Z 18013G22KT 10SM BKN250 04/M01 A2960 RMK AO2 SLP028 T00441011,
2020-01-02 00:00:00+00:00,ORD,40.0,30.9,69.96,190.0,11.0,0.0,29.59,1002.7,10.0,,FEW,BKN,,,22000.0,25000.0,,,,,,,,,,32.45,KORD 012351Z 19011KT 10SM FEW220 BKN250 04/M01 A2959 RMK AO2 SLP027 T00441006 10056 20017 56014,
2020-01-02 01:00:00+00:00,ORD,40.0,30.9,69.96,190.0,14.0,0.0,29.58,1002.2,10.0,24.0,SCT,BKN,,,20000.0,25000.0,,,,,,,26.0,180.0,2020-01-02 00:16,31.35,KORD 020051Z 19014G24KT 10SM SCT200 BKN250 04/M01 A2958 RMK AO2 PK WND 18026/0016 SLP022 T00441006,
2020-01-02 02:00:00+00:00,ORD,41.0,30.0,64.63,190.0,14.0,0.0,29.56,1001.7,10.0,25.0,BKN,,,,17000.0,,,,,,,,29.0,200.0,2020-01-02 01:36,32.76,KORD 020151Z 19014G25KT 10SM BKN170 05/M01 A2956 RMK AO2 PK WND 20029/0136 SLP017 T00501011,
2020-01-02 03:00:00+00:00,ORD,42.0,28.9,59.22,190.0,13.0,0.0,29.57,1001.8,10.0,24.0,SCT,,,,16000.0,,,,,,,,27.0,170.0,2020-01-02 01:58,34.51,KORD 020251Z 19013G24KT 10SM SCT160 06/M02 A2957 RMK AO2 PK WND 17027/0158 SLP018 T00561017 55008,
2020-01-02 04:00:00+00:00,ORD,42.0,28.0,57.08,190.0,16.0,0.0,29.56,1001.5,10.0,24.0,SCT,SCT,,,16000.0,22000.0,,,,,,,28.0,200.0,2020-01-02 03:14,33.58,KORD 020351Z 19016G24KT 10SM SCT160 SCT220 06/M02 A2956 RMK AO2 PK WND 20028/0314 SLP015 T00561022,
2020-01-02 05:00:00+00:00,ORD,41.0,27.0,57.15,190.0,12.0,0.0,29.55,1001.3,10.0,21.0,FEW,FEW,,,16000.0,22000.0,,,,,,,,,,33.46,KORD 020451Z 19012G21KT 10SM FEW160 FEW220 05/M03 A2955 RMK AO2 SLP013 T00501028,
2020-01-02 06:00:00+00:00,ORD,42.0,27.0,54.78,190.0,17.0,0.0,29.53,1000.5,10.0,26.0,FEW,,,,20000.0,,,,,,,,30.0,190.0,2020-01-02 05:14,33.31,KORD 020551Z 19017G26KT 10SM FEW200 06/M03 A2953 RMK AO2 PK WND 19030/0514 SLP005 T00561028 10056 20044 400561061 58011,
2020-01-02 07:00:00+00:00,ORD,40.0,27.0,59.65,200.0,16.0,0.0,29.52,1000.2,10.0,27.0,FEW,,,,20000.0,,,,,,,,28.0,210.0,2020-01-02 06:08,30.72,KORD 020651Z 20016G27KT 10SM FEW200 04/M03 A2952 RMK AO2 PK WND 21028/0608 SLP002 T00441028,
2020-01-02 08:00:00+00:00,ORD,40.0,27.0,59.65,200.0,14.0,0.0,29.53,1000.3,10.0,24.0,FEW,,,,20000.0,,,,,,,,28.0,190.0,2020-01-02 07:01,31.35,KORD 020751Z 20014G24KT 10SM FEW200 04/M03 A2953 RMK AO2 PK WND 19028/0701 SLP003 T00441028,
2020-01-02 09:00:00+00:00,ORD,39.0,28.0,64.37,200.0,14.0,0.0,29.54,1000.6,10.0,22.0,FEW,,,,20000.0,,,,,,,,,,,30.19,KORD 020851Z 20014G22KT 10SM FEW200 04/M02 A2954 RMK AO2 SLP006 T00391022 53002,
2020-01-02 10:00:00+00:00,ORD,39.0,28.0,64.37,200.0,12.0,0.0,29.52,1000.1,10.0,21.0,FEW,,,,20000.0,,,,,,,,,,,30.91,KORD 020951Z 20012G21KT 10SM FEW200 04/M02 A2952 RMK AO2 SLP001 T00391022,
2020-01-02 11:00:00+00:00,ORD,38.0,28.0,67.2,200.0,10.0,0.0,29.53,1000.4,10.0,,FEW,FEW,,,5500.0,20000.0,,,,,,,,,,30.37,KORD 021051Z 20010KT 10SM FEW055 FEW200 03/M02 A2953 RMK AO2 SLP004 T00331022,
2020-01-02 12:00:00+00:00,ORD,38.0,28.0,67.2,200.0,10.0,0.0,29.53,1000.6,10.0,,FEW,,,,5500.0,,,,,,,,,,,30.37,KORD 021151Z 20010KT 10SM FEW055 03/M02 A2953 RMK AO2 SLP006 T00331022 10056 20033 55002,
2020-01-02 13:00:00+00:00,ORD,37.0,28.0,69.63,200.0,11.0,0.0,29.54,1000.6,10.0,18.0,FEW,FEW,,,5500.0,18000.0,,,,,,,,,,28.79,KORD 021251Z 20011G18KT 10SM FEW055 FEW180 03/M02 A2954 RMK AO2 SLP006 T00281022,
2020-01-02 14:00:00+00:00,ORD,37.0,28.9,72.24,210.0,12.0,0.0,29.54,1000.7,10.0,19.0,FEW,FEW,,,5500.0,16000.0,,,,,,,,,,28.37,KORD 021351Z 21012G19KT 10SM FEW055 FEW160 03/M02 A2954 RMK AO2 SLP007 T00281017,
2020-01-02 15:00:00+00:00,ORD,39.0,30.0,69.85,210.0,15.0,0.0,29.57,1001.7,10.0,25.0,FEW,FEW,,,15000.0,25000.0,,,,,,,,,,29.85,KORD 021451Z 21015G25KT 10SM FEW150 FEW250 04/M01 A2957 RMK AO2 SLP017 T00391011 53012,
2020-01-02 16:00:00+00:00,ORD,41.0,30.9,67.03,230.0,15.0,0.0,29.59,1002.4,10.0,21.0,FEW,FEW,,,15000.0,25000.0,,,,,,,,,,32.45,KORD 021551Z 23015G21KT 10SM FEW150 FEW250 05/M01 A2959 RMK AO2 SLP024 T00501006,
2020-01-02 17:00:00+00:00,ORD,44.0,33.0,65.02,220.0,13.0,0.0,29.57,1001.7,10.0,23.0,SCT,SCT,,,11000.0,25000.0,,,,,,,,,,37.07,KORD 021651Z 22013G23KT 10SM SCT110 SCT250 07/01 A2957 RMK AO2 SLP017 T00670006,
2020-01-02 18:00:00+00:00,ORD,46.0,34.0,62.71,230.0,8.0,0.0,29.56,1001.3,10.0,19.0,FEW,BKN,,,11000.0,25000.0,,,,,,,,,,41.36,KORD 021751Z 23008G19KT 10SM FEW110 BKN250 08/01 A2956 RMK AO2 SLP013 T00780011 10078 20028 58003,
2020-01-02 19:00:00+00:00,ORD,47.0,36.0,65.63,220.0,14.0,0.0,29.55,1000.9,10.0,20.0,FEW,BKN,,,15000.0,25000.0,,,,,,,,,,40.37,KORD 021851Z 22014G20KT 10SM FEW150 BKN250 08/02 A2955 RMK AO2 SLP009 T00830022,
2020-01-02 20:00:00+00:00,ORD,48.0,36.0,62.97,220.0,11.0,0.0,29.55,1001.0,10.0,,FEW,FEW,BKN,,3000.0,15000.0,25000.0,,,,,,,,,42.69,KORD 021951Z 22011KT 10SM FEW030 FEW150 BKN250 09/02 A2955 RMK AO2 SLP010 T00890022,
2020-01-02 21:00:00+00:00,ORD,47.0,37.0,68.27,220.0,11.0,0.0,29.58,1001.8,10.0,,FEW,BKN,BKN,,3000.0,16000.0,25000.0,,,,,,,,,41.3,KORD 022051Z 22011KT 10SM FEW030 BKN160 BKN250 08/03 A2958 RMK AO2 SLP018 T00830028 53005,
2020-01-02 22:00:00+00:00,ORD,47.0,37.0,68.27,210.0,10.0,0.0,29.59,1002.4,10.0,,FEW,BKN,BKN,,3000.0,16000.0,25000.0,,,,,,,,,41.65,KORD 022151Z 21010KT 10SM FEW030 BKN160 BKN250 08/03 A2959 RMK AO2 SLP024 T00830028,
2020-01-02 23:00:00+00:00,ORD,46.0,37.0,70.64,210.0,8.0,0.0,29.62,1003.2,10.0,,FEW,BKN,BKN,,3000.0,16000.0,25000.0,,,,,,,,,41.36,KORD 022251Z 21008KT 10SM FEW030 BKN160 BKN250 08/03 A2962 RMK AO2 SLP032 T00780028,
2020-01-03 00:00:00+00:00,ORD,45.0,38.0,76.01,210.0,8.0,0.0,29.6,1002.6,10.0,,BKN,,,,17000.0,,,,,,,,,,,40.13,KORD 022351Z 21008KT 10SM BKN170 07/03 A2960 RMK AO2 SLP026 T00720033 10089 20072 50007,
2020-01-03 01:00:00+00:00,ORD,44.0,38.0,78.66,200.0,7.0,0.0,29.62,1003.4,10.0,,BKN,BKN,,,17000.0,23000.0,,,,,,,,,,39.53,KORD 030051Z 20007KT 10SM BKN170 BKN230 07/03 A2962 RMK AO2 SLP034 T00670033,
2020-01-03 02:00:00+00:00,ORD,43.0,38.0,82.04,220.0,5.0,0.0,29.63,1003.6,10.0,,BKN,OVC,,,16000.0,21000.0,,,,,,,,,,39.46,KORD 030151Z 22005KT 10SM BKN160 OVC210 06/03 A2963 RMK AO2 SLP036 T00610033,
2020-01-03 03:00:00+00:00,ORD,43.0,38.0,82.04,230.0,6.0,0.0,29.64,1004.1,10.0,,BKN,OVC,,,18000.0,25000.0,,,,,,,,,,38.78,KORD 030251Z 23006KT 10SM BKN180 OVC250 06/03 A2964 RMK AO2 SLP041 T00610033 51015,
2020-01-03 04:00:00+00:00,ORD,43.0,38.0,82.04,250.0,5.0,0.0,29.65,1004.3,10.0,,BKN,OVC,,,18000.0,25000.0,,,,,,,,,,39.46,KORD 030351Z 25005KT 10SM BKN180 OVC250 06/03 A2965 RMK AO2 SLP043 T00610033,
2020-01-03 05:00:00+00:00,ORD,42.0,38.0,84.93,240.0,4.0,0.0,29.69,1005.7,10.0,,BKN,OVC,,,18000.0,25000.0,,,,,,,,,,39.21,KORD 030451Z 24004KT 10SM BKN180 OVC250 06/03 A2969 RMK AO2 SLP057 T00560033,
2020-01-03 06:00:00+00:00,ORD,41.0,37.0,85.54,280.0,5.0,0.0,29.67,1005.0,10.0,,BKN,OVC,,,19000.0,25000.0,,,,,,,,,,37.08,KORD 030551Z 28005KT 10SM BKN190 OVC250 05/03 A2967 RMK AO2 SLP050 T00500028 10072 20050 400890028 50009,
2020-01-03 07:00:00+00:00,ORD,40.0,36.0,85.81,310.0,5.0,0.0,29.68,1005.3,10.0,,BKN,OVC,,,18000.0,25000.0,,,,,,,,,,35.78,KORD 030651Z 31005KT 10SM BKN180 OVC250 04/02 A2968 RMK AO2 SLP053 T00440022,
2020-01-03 08:00:00+00:00,ORD,37.0,34.0,88.78,320.0,4.0,0.0,29.7,1006.0,10.0,,FEW,BKN,,,18000.0,25000.0,,,,,,,,,,33.26,KORD 030751Z 32004KT 10SM FEW180 BKN250 03/01 A2970 RMK AO2 SLP060 T00280011,
2020-01-03 09:00:00+00:00,ORD,36.0,33.0,89.09,320.0,4.0,0.0,29.71,1006.4,10.0,,FEW,SCT,,,2000.0,25000.0,,,,,,,,,,32.09,KORD 030851Z 32004KT 10SM FEW020 SCT250 02/01 A2971 RMK AO2 SLP064 T00220006 53013,
2020-01-03 10:00:00+00:00,ORD,37.0,34.0,88.78,320.0,7.0,0.0,29.72,1006.7,10.0,,OVC,,,,1200.0,,,,,,,,,,,30.87,KORD 030951Z 32007KT 10SM OVC012 03/01 A2972 RMK AO2 SLP067 T00280011,
2020-01-03 11:00:00+00:00,ORD,37.4,33.8,86.69,320.0,4.0,0.0,29.75,,10.0,,OVC,,,,1600.0,,,,,,,,,,,33.73,KORD 031049Z 32004KT 10SM OVC016 03/01 A2975 RMK AO2,
2020-01-03 12:00:00+00:00,ORD,37.0,32.0,81.93,330.0,6.0,0.0,29.77,1008.7,10.0,,OVC,,,,1500.0,,,,,,,,,,,31.55,KORD 031151Z 33006KT 10SM OVC015 03/00 A2977 RMK AO2 SLP087 T00280000 10050 20017 51019,
2020-01-03 13:00:00+00:00,ORD,37.0,30.9,78.37,330.0,6.0,0.0,29.79,1009.0,10.0,,OVC,,,,1600.0,,,,,,,,,,,31.55,KORD 031251Z 33006KT 10SM OVC016 03/M01 A2979 RMK AO2 SLP090 T00281006,
2020-01-03 14:00:00+00:00,ORD,36.0,30.9,81.53,350.0,9.0,0.0,29.8,1009.7,10.0,,OVC,,,,1700.0,,,,,,,,,,,28.49,KORD 031351Z 35009KT 10SM OVC017 02/M01 A2980 RMK AO2 SLP097 T00221006,
2020-01-03 15:00:00+00:00,ORD,36.0,30.0,78.6,330.0,7.0,0.0,29.82,1010.1,10.0,,OVC,,,,1700.0,,,,,,,,,,,29.65,KORD 031451Z 33007KT 10SM OVC017 02/M01 A2982 RMK AO2 SLP101 T00221011 53015,
2020-01-03 16:00:00+00:00,ORD,36.0,30.0,78.6,350.0,7.0,0.0,29.82,1010.3,10.0,,OVC,,,,1700.0,,,,,,,,,,,29.65,KORD 031551Z 35007KT 10SM OVC017 02/M01 A2982 RMK AO2 SLP103 T00221011,
2020-01-03 17:00:00+00:00,ORD,36.0,28.9,75.15,350.0,5.0,0.0,29.84,1011.1,10.0,,OVC,,,,1800.0,,,,,,,,,,,31.15,KORD 031651Z 35005KT 10SM OVC018 02/M02 A2984 RMK AO2 SLP111 T00221017,
2020-01-03 18:00:00+00:00,ORD,37.0,28.9,72.24,0.0,0.0,0.0,29.81,1010.0,10.0,,OVC,,,,1900.0,,,,,,,,,,,37.0,KORD 031751Z 00000KT 10SM OVC019 03/M02 A2981 RMK AO2 SLP100 T00281017 10028 20022 58003,
2020-01-03 19:00:00+00:00,ORD,37.0,28.9,72.24,0.0,0.0,0.0,29.78,1009.0,10.0,,OVC,,,,1900.0,,,,,,,,,,,37.0,KORD 031851Z 00000KT 10SM OVC019 03/M02 A2978 RMK AO2 SLP090 T00281017,
2020-01-03 20:00:00+00:00,ORD,37.0,28.9,72.24,310.0,3.0,0.0,29.78,1009.0,10.0,,OVC,,,,2000.0,,,,,,,,,,,34.4,KORD 031951Z 31003KT 10SM OVC020 03/M02 A2978 RMK AO2 SLP090 T00281017,
2020-01-03 21:00:00+00:00,ORD,35.0,28.9,77.88,340.0,8.0,0.0,29.81,1010.1,10.0,,OVC,,,,2000.0,,,,,,,,,,,27.93,KORD 032051Z 34008KT 10SM OVC020 02/M02 A2981 RMK AO2 SLP101 T00171017 53000,
2020-01-03 22:00:00+00:00,ORD,34.0,28.0,78.43,340.0,5.0,0.0,29.83,1010.7,10.0,,OVC,,,,1900.0,,,,,,,,,,,28.77,KORD 032151Z 34005KT 10SM OVC019 01/M02 A2983 RMK AO2 SLP107 T00111022,
2020-01-03 23:00:00+00:00,ORD,34.0,28.0,78.43,320.0,7.0,0.0,29.83,1010.8,10.0,,OVC,,,,1900.0,,,,,,,,,,,27.22,KORD 032251Z 32007KT 10SM OVC019 01/M02 A2983 RMK AO2 SLP108 T00111022,
2020-01-04 00:00:00+00:00,ORD,34.0,28.0,78.43,320.0,5.0,0.0,29.84,1011.1,10.0,,OVC,,,,1700.0,,,,,,,,,,,28.77,KORD 032351Z 32005KT 10SM OVC017 01/M02 A2984 RMK AO2 SLP111 T00111022 10028 20011 51010,
2020-01-04 01:00:00+00:00,ORD,34.0,27.0,75.26,320.0,5.0,0.0,29.86,1011.7,10.0,,OVC,,,,2000.0,,,,,,,,,,,28.77,KORD 040051Z 32005KT 10SM OVC020 01/M03 A2986 RMK AO2 SLP117 T00111028,
2020-01-04 02:00:00+00:00,ORD,34.0,26.1,72.52,340.0,7.0,0.0,29.86,1011.7,10.0,,OVC,,,,2100.0,,,,,,,,,,,27.22,KORD 040151Z 34007KT 10SM OVC021 01/M03 A2986 RMK AO2 SLP117 T00111033,
2020-01-04 03:00:00+00:00,ORD,33.0,26.1,75.18,360.0,7.0,0.0,29.86,1011.8,10.0,,OVC,,,,2300.0,,,,,,,,,,,26.12,KORD 040251Z 36007KT 10SM OVC023 01/M03 A2986 RMK AO2 SLP118 T00061033 51007,
2020-01-04 04:00:00+00:00,ORD,33.0,26.1,75.18,340.0,5.0,0.0,29.87,1012.1,10.0,,OVC,,,,2400.0,,,,,,,,,,,27.7,KORD 040351Z 34005KT 10SM OVC024 01/M03 A2987 RMK AO2 SLP121 T00061033,
2020-01-04 05:00:00+00:00,ORD,33.0,26.1,75.18,20.0,6.0,0.0,29.86,1011.9,10.0,,OVC,,,,2400.0,,,,,,,,,,,26.86,KORD 040451Z 02006KT 10SM OVC024 01/M03 A2986 RMK AO2 SLP119 T00061033,
2020-01-04 06:00:00+00:00,ORD,33.0,26.1,75.18,350.0,6.0,0.0,29.86,1011.9,10.0,,OVC,,,,2400.0,,,,,,,,,,,26.86,KORD 040551Z 35006KT 10SM OVC024 01/M03 A2986 RMK AO2 SLP119 T00061033 10011 20006 400500006 51001,
2020-01-04 07:00:00+00:00,ORD,33.0,26.1,75.18,350.0,6.0,0.0,29.86,1011.7,10.0,,OVC,,,,2200.0,,,,,,,,,,,26.86,KORD 040651Z 35006KT 10SM OVC022 01/M03 A2986 RMK AO2 SLP117 T00061033,
2020-01-04 08:00:00+00:00,ORD,32.0,26.1,78.58,320.0,6.0,0.0,29.88,1012.3,10.0,,OVC,,,,2400.0,,,,,,,,,,,25.53,KORD 040751Z 32006KT 10SM OVC024 00/M03 A2988 RMK AO2 SLP123 T00001033,
2020-01-04 09:00:00+00:00,ORD,30.9,27.0,85.26,320.0,6.0,0.0001,29.89,,3.0,,FEW,OVC,,,1600.0,2500.0,,,-SN BR,,,,,,,24.21,KORD 040841Z 32006KT 3SM -SN BR FEW016 OVC025 M01/M03 A2989 RMK AO2 SNB00 P0000 T10061028,
2020-01-04 10:00:00+00:00,ORD,30.0,28.0,92.15,350.0,6.0,0.0001,29.89,1012.8,3.0,,FEW,BKN,OVC,,900.0,1300.0,2600.0,,-SN BR,,,,,,,23.12,KORD 040951Z 35006KT 3SM -SN BR FEW009 BKN013 OVC026 M01/M02 A2989 RMK AO2 SLP128 P0000 T10111022,
2020-01-04 11:00:00+00:00,ORD,30.0,28.0,92.15,350.0,6.0,0.01,29.9,1013.1,1.5,,BKN,OVC,,,1100.0,2800.0,,,-SN BR,,,,,,,23.12,KORD 041051Z 35006KT 1 1/2SM -SN BR BKN011 OVC028 M01/M02 A2990 RMK AO2 SLP131 P0001 T10111022,
2020-01-04 12:00:00+00:00,ORD,30.0,28.0,92.15,320.0,7.0,0.02,29.9,1013.3,2.5,,FEW,BKN,OVC,,1000.0,1400.0,2500.0,,-SN BR,,,,,,,22.34,KORD 041151Z 32007KT 2 1/2SM -SN BR FEW010 BKN014 OVC025 M01/M02 A2990 RMK AO2 SLP133 4/001 P0002 60003 70003 T10111022 10006 21011 53005,
2020-01-04 13:00:00+00:00,ORD,30.0,27.0,88.44,320.0,6.0,0.0001,29.92,1013.9,6.0,,BKN,OVC,,,1200.0,2700.0,,,-SN BR,,,,,,,23.12,KORD 041251Z 32006KT 6SM -SN BR BKN012 OVC027 M01/M03 A2992 RMK AO2 SNE23B42 SLP139 P0000 T10111028,
2020-01-04 14:00:00+00:00,ORD,30.0,27.0,88.44,320.0,6.0,0.0001,29.94,,9.0,,SCT,OVC,,,1300.0,3300.0,,,,,,,,,,23.12,KORD 041330Z 32006KT 9SM SCT013 OVC033 M01/M03 A2994 RMK AO2 SNE1252 P0000 T10111028,
2020-01-04 15:00:00+00:00,ORD,30.9,25.0,78.48,340.0,8.0,0.0,29.96,1015.2,10.0,,FEW,OVC,,,3000.0,3500.0,,,,,,,,,,22.76,KORD 041451Z 34008KT 10SM FEW030 OVC035 M01/M04 A2996 RMK AO2 SLP152 60000 T10061039 53018,
2020-01-04 16:00:00+00:00,ORD,32.0,25.0,75.07,320.0,11.0,0.0,29.98,1016.0,10.0,,FEW,OVC,,,3000.0,3500.0,,,,,,,,,,22.47,KORD 041551Z 32011KT 10SM FEW030 OVC035 00/M04 A2998 RMK AO2 SLP160 T00001039,
2020-01-04 17:00:00+00:00,ORD,32.0,24.1,72.3,340.0,9.0,0.0,29.98,,10.0,,BKN,OVC,,,2600.0,3400.0,,,,,,,,,,23.51,KORD 041631Z 34009KT 10SM BKN026 OVC034 00/M04 A2998 RMK AO2 T00001044,
2020-01-04 18:00:00+00:00,ORD,32.0,24.1,72.3,320.0,12.0,0.0001,29.98,1015.9,10.0,,OVC,,,,2500.0,,,,,,,,,,,22.0,KORD 041751Z 32012KT 10SM OVC025 00/M04 A2998 RMK AO2 SNB13E38 SLP159 P0000 60000 T00001044 10000 21011 51008 $,
2020-01-04 19:00:00+00:00,ORD,32.0,24.1,72.3,300.0,9.0,0.0,29.98,1015.8,10.0,,OVC,,,,2500.0,,,,,,,,,,,23.51,KORD 041851Z 30009KT 10SM OVC025 00/M04 A2998 RMK AO2 SLP158 T00001044 $,
2020-01-04 20:00:00+00:00,ORD,32.0,24.1,72.3,300.0,11.0,0.0,29.98,,10.0,,OVC,,,,2400.0,,,,,,,,,,,22.47,KORD 041943Z 30011KT 10SM OVC024 00/M04 A2998 RMK AO2 T00001044 $,
2020-01-04 21:00:00+00:00,ORD,30.9,24.1,75.59,310.0,11.0,0.0,30.0,1016.7,10.0,17.0,OVC,,,,2000.0,,,,,,,,,,,21.08,KORD 042051Z 31011G17KT 10SM OVC020 M01/M04 A3000 RMK AO2 SLP167 T10061044 53006 $,
2020-01-04 22:00:00+00:00,ORD,30.9,21.9,68.91,320.0,10.0,0.0,30.03,1017.5,10.0,,OVC,,,,2500.0,,,,,,,,,,,21.59,KORD 042151Z 32010KT 10SM OVC025 M01/M06 A3003 RMK AO2 SLP175 T10061056 $,
